stem,세부직무명,회사명,담당업무,우대사항,스킬
0001_GI48127233_씨제이올리브영(주) 채용 - 데이터분석가 _ 잡코리아,데이터 분석가,씨제이올리브영(주),"['신규 데이터 발굴 및 수집 오라클', '빅퀴리 등 물류관련 다양한 내부 시스템 및 외부 연동 시스템으로부터 유의미한 데이터를 발굴', '정제 기존 수기관리 데이터(엑셀 등)DB화 및 분석 자산 전환 물류 인사이트 분석 및 발굴 물류 운영 전반(입고', '보다 정확하고 신뢰도 높은 지표 생성 및 고도화 Tableau 등 시각화 도구를 활용한 직관적 대쉬 보드 구성 및 분석 결과 시각화']","['컴퓨터/산업공학/통계등 관련 석사 이상 오라클,GCP(BigQuery),AWS(Redshift)등 레거시 및 클라우드 경험', '우대 물류 또는 공급망 관리(SCM)분야 실무 경험', '우대 입고,출고,배송,반품 등 물류 운영 전반에 대한 데이터 분석 및 운영 프로세스 개선 프로젝트 수행 경험', '우대 분석 프로젝트 리딩 경험']","['SQL', 'Python', 'R', 'Tableau', 'BigQuery', 'Redshift', 'AWS', 'GCP']"
0002_GI48293597_씨제이올리브영(주) 채용 - 데이터분석가 _ 잡코리아,데이터 분석가,씨제이올리브영(주),"['신규 데이터 발굴 및 수집 오라클', '빅퀴리 등 물류관련 다양한 내부 시스템 및 외부 연동 시스템으로부터 유의미한 데이터를 발굴', '정제 기존 수기관리 데이터 (엑셀 등)DB화 및 분석 자산 전환 물류 인사이트 분석 및 발굴 물류 운영 전반(입고', '보다 정확하고 신뢰도 높은 지표 생성 및 고도화 Tableau 등 시각화 도구를 활용한 직관적 대쉬 보드 구성 및 분석 결과 시각화']","['컴퓨터/산업공학/통계등 관련 석사 이상 오라클,GCP(BigQuery),AWS(Redshift)등 레거시 및 클라우드 경험', '우대 물류 또는 공급망 관리(SCM)분야 실무 경험', '우대 입고, 출고,배송,반품 등 물류 운영 전반에 대한 데이터 분석 및 운영 프로세스 개선 프로젝트 수행 경험', '우대 분석 프로젝트 리딩 경험']","['SQL', 'Python', 'R', 'Tableau', 'BigQuery', 'Redshift', 'AWS', 'GCP']"
0003_GI48378680_㈜컴투스 채용 - [컴투스홀딩스] 데이터분석가 (4-8년차) _ 잡코리아,데이터 분석가,㈜컴투스,[],"['1.실제 서비스에서 발생하는 데이터를 사용해 분석 모델을 개발 하고 운영해 본 경험을 갖고 계시면 더 좋습니다. 모델 주제는 '이탈 유저예측', '유저 군집 분류', '상품 추천' 등 어떤 것이라도 상관 없습니다. 현실에서 발생하는 데이터를 사용한 경험이 중요합니다. 2.'AI/빅데이터공학', '응용수학', '통계학', '컴퓨터 공학 중 하나를 전공하셨으면 더 좋습니다.']","['SQL', 'Python', 'R']"
0004_GI48152557_넛지헬스케어㈜ 채용 - [캐시워크] 데이터분석가 - 석사_박사 _ 잡코리아,데이터 분석가,넛지헬스케어㈜,[],"['GCP(BigQuery), Google Analytics 사용 경험이 있으신 분', '데이터 기반으로 서비스 품질 향상 및 마케팅 성과에 기여한 경험이 있으신 분', '데이터에 기반한 가설을 세워 A/B Test를 설계하고 진행해보신 분', '머신러닝 또는 예측 분석 경험이 있으신 분', '대용량 데이터 처리 경험이 있으신 분']","['SQL', 'Python', 'Tableau', 'BigQuery', 'AWS', 'Google Analytics', 'GCP']"
0006_GI48113922_CJ ENM 채용 - Data Analyst-글로벌 K팝 플랫폼(Mnet Plus 전직군채용) _ 잡코리아,데이터 분석가,CJ ENM,"['Data Analyst Formation방식 등에 유연하게 대응할 수 있는 분', '콘텐츠에 대한 진심과 애정으로 콘텐츠을 사랑하며 진정한 덕업일치를 이루고 싶은 분']","['도메인 내 다양한 서비스와 비즈니스 영역에 대한 데이터 분석 및 문제 정의를 주도적으로 수행, 비즈니스 변화에 따라 데이터 리소스를 관리하고, 적절한 데이터 분석과 리소스 계획 수립 데이터분석 파트 내에서 리더십을 발휘하며 팀원들의 멘토링 및 성장 코칭, 글로벌 B2C 서비스에서 데이터 분석 경험을 보유하신 분', '클라우드 환경에서 대용량 데이터 분석 경험을 보유하신 분', '캐릭터&성향 직군과 관계없이 어울릴 수 있고,적극적인 커뮤니케이션을 하려고 노력하는 분', '우선순위를 명확히 하여 Resource 대비 최대의 Impact를 만들어 줄 수 있는 분']",['Google Analytics']
0007_GI48283210_㈜티빙 채용 - [티빙] 데이터 분석 (Senior Data Analyst) 경력채용 _ 잡코리아,데이터 분석가,㈜티빙,[],"[""TVING의 데이터가'쓸 수 있는 상태'로 흐르도록 만드는 역할을 합니다."", ''데이터가 생성되고, 적재되고, 가공되고, 지표로 정의되고, 마침내 조직의 의사결정에 사용되기까지의 모든 과정을 책임지고 있습니다.', 'DataEngineering', 'AI', 'AX 등과 가까운 조직 구조에 있어 분석가로서 데이터 엔지니어링과 모델링', '자동화 영역까지 자연스럽게 협업할 수 있는 환경입니다.', '담당하게 될 업무 1.비즈니스 인사이트 &분석 및 BI 제작 -숫자 변화의 원인과 패턴을 구조적으로 파악 -Retention, Funnel, Cohort 등 분석 방식을 통해 비즈니스 의사결정에 직접 연결되는 인사이트 도출 -단순 수치 나열이 아닌, 인과관계를 숫자로 설명하고 설득하는 분석 2.데이터 파이프라인 & ETL', '이벤트', '정형/비정형 데이터를 안정적으로 적재']","['SQL', 'Tableau', 'Redash', 'Amplitude', 'Git']"
0008_GI48319777_㈜피알앤디컴퍼니 채용 - [ 헤이딜러 ] Data Analyst _ 잡코리아,데이터 분석가,㈜피알앤디컴퍼니,"['데이터 가시성을 확보합니다.', '헤이딜러 내차팔기/내차사기 비즈니스의 핵심 지표를 설계합니다.', '효율적, 효과적인 광고 집행을 위해 퍼포먼스 마케팅의 실제 성과를 분석합니다.', '데이터 기반 의사결정을 위해 데이터를 분석하고 인프라를 관리합니다.', 'A/B 테스트를 설계 및 검증합니다.', '업무환경 notion jira github']",[],"['BigQuery', 'AWS', 'Git', 'R']"
0010_GI48377658_㈜인피닉 채용 - 인피닉 AI연구소 공간 데이터 분석가 채용(Spatial Scientist) _ 잡코리아,데이터 분석가,㈜인피닉,[],"['공간 데이터 분석, 수집, 구축, 알고리즘 개발 등 측량 및 지형 공간 정보기사, 공간 데이터 핸들링(SHP)', '공간 데이터 수집(AP 등 오픈 데이터)', '공간 데이터 구축(PostgreSQL)', 'DB관련 서비스 업종 구축 경험(관련업무)', 'Cesium.jsor3D GIS라이브러리 활용경험 Cesium Certified Developer 자격 보유자 개인포트폴리오 제출 필수 기본우대 측량 및 지형 공간 정보기사', '공간데이터 구축', 'DB관련구축경험', '공간정보학과']","['Python', 'PostgreSQL']"
0011_GI48365962_(주)당근마켓 채용 - Data Analyst(Data Ops) Intern - Community _ 잡코리아,데이터 분석가,(주)당근마켓,"['Data Analyst Intern 서비스 로그 및 이벤트 데이터의 정의', 'QA 모니터링 전 과정을 관리해요', '로그 설계와 데이터 스키마의 일관성을 점검하고 변경 시 품질 영향도를 분석해요', '데이터 카탈로그로 사용되는 사내 플랫폼을 기반으로 품질 상태를 가시화해요', '구성원이 신뢰할 수 있는 데이터 품질 기준과 가이드라인을 함께 만들어가요']","['전공 혹은 데이터 분석 프로젝트를 통해 빠른 이해와 성장을 경험하신 분', '프로덕트가 만들어지는 과정에 참여하고,함께 성장할 수 있는 분', '빠르게 성장하는 불확실한 환경에서 일하는 것을 즐기는 분']","['SQL', 'Superset', 'BigQuery', 'Amplitude']"
0013_GI48034540_플렉스㈜ 채용 - [Product] Data Analyst _ 잡코리아,데이터 분석가,플렉스㈜,"['Data Analyst 이런 일을 함께하게 됩니다.', '플렉스팀의 성장에 기여할 수 있는 Growth 분석을 수행합니다.', '리드 획득 관점에서 온/오프라인 광고 마케팅 효과를 측정 및 관리합니다.', '리드가 유료고객사로 전환되는 여정에 적극 참여하여 마케팅, 유료고객사 관리를 위한 제품 사용 지표,예측 모델 등을 개발하여 고객사 리텐션에 기여합니다.', 'flex 제품 개선을 위한 Product 분석을 수행합니다.', 'User Behavior 분석을 위한 웹과 모바일 제품의 이벤트 로그를 설계 및 관리합니다.', '릭은 이이를표연융 ㅋㅋ VOC,세일즈 블록커를 기반으로 제품 개선의 비즈니스 임팩트를 측정합니다.', '고객의 HR 문제 해결을 위한 People Analytics를 개척합니다.']","['B2B SaaS에서 데이터 분석 경험을 갖고 계신 분', 'Data Science 방법론(ML/DL/LLM)도 같이 접목해서 문제 해결에 솔루션을 찾으실 수 있는 분', 'People Analytics 주제로 HR 데이터 분석 및 HR 활용 사례를 경험하신 분', '사내 데이터 분석 뿐만 아니라,데이터를 활용한 제품 개발에 대한 경험이 있으신 분', 'Spark, Presto, Airflow,Hadoop 등의 데이터 처리 기술 활용 경험이 있으신 분']","['SQL', 'Python', 'Spark', 'Airflow', 'Amplitude', 'Hadoop']"
0014_GI48231783_㈜넥슨 채용 - [글로벌보안본부] 데이터 분석가 (Computer Vision _ Multimodal AI) _ 잡코리아,데이터 분석가,㈜넥슨,"['어뷰징 탐지를 위한 Computer Vision/Multimodal AI 모델 및 서비스 개발', '1)ComputerVision:대규모 게임 스크린샷 및 UI 이미지를 대상으로,외부 프로그램/비정상 요소를 탐지하는 Computer Vision모델 을 설계/개발/서비스합니다.', '2)Mult imodal AI:다양한 데이터를 통합적으로 이해하는 Multimodal AI 기술을 응용해 탐지 모델을 고도화하고, 해석 가능한 형태로 제공합니다.', '안티치트 솔루션 내 AI 모델의 운영', '모니터링', '성능 개선 데이터 엔지니어', '웹서비스 엔지니어와 협업하여 빠른 주기/대량 추론 환경에 적합한 모델 구조 설계 및 최적화']","['게임 및 안티치트 도메인에 대한 지식이 있으신 분', 'YOLO/DETR 계열 등 Object Detection모델을 활용해 서비스에 적용해 본 경험이 있으신 분', '대규모 이미지 데이터 레이블링/품질 관리 및 가이드 설계 경험이 있으신 분', '능동적이고 자기주도적인 업무 진행 능력을 가지고 자신의 업무 결과물에 대한 책임감이 있으신 분']","['Python', 'PyTorch', 'TensorFlow']"
0015_GI48360037_쿠팡 주식회사 채용 - [쿠팡] 카탈로그 데이터 테스트 & 분석가 _ 잡코리아,데이터 분석가,쿠팡 주식회사,"['카탈로그 데이터 팀소개 테스트 &분석가', 'Catalog Ops Improvement 팀은 Catalog Operations 조직 내 오퍼레이터 정확도를 향상 시키기 위해 다양한 분석 및 개선 활동을 수행합니다. Catalog Operations 조직에서 생성된 데이터는 쿠팡의 카탈로그를 개선하기 위해 시스템의 학습 또는 개선 데이터로 활용됩니다', 'Ops Improvement 조직의 A/B테스트 진행', '오퍼레이터 정확도 데이터와 오류 트렌드 분석(잘못된 라벨링 또는 프로세스 이탈의 근본 원인을 조사)', 'SOP 개선', '트레이닝팀과 협력하여 콘텐츠 설계 및 트레이닝 효과 모니터링']","['운영 엑설런스,Lean,Six Sigma 또는 지속적 개선에 대한 경험을 보유하신 분', '운영자 워크플로우,라벨링 워크플로우 또는 프롬프트 개선에 대한 이해도가 있으신 분', '트레이닝 설계 관련 실무 지식을 보유하신 분', '품질 관리 시스템 또는 결함 추적 도구를 사용해본 경험이 있으신 분', '비즈니스 영어가 가능하신 분']",[]
0016_GI48194535_메가존클라우드㈜ 채용 - Business Data Analyst & Insight Specialist _ 잡코리아,데이터 분석가,메가존클라우드㈜,[],"['BI Tool 구축 및 활용 경험', '대규모 프로젝트 관리 경험']","['SQL', 'Python', 'R']"
0017_GI48301246_㈜카카오 채용 - Data Analytics Engineer (경력) _ 잡코리아,데이터 분석가,㈜카카오,"['Data Analytics Engineer 사용자의 요구 사항에 맞는 다양한 형태와 성격의 데이터셋을 설계하고 개발, 운영합니다.', '데이터의 품질과 파이프라인의 안정성을 관리합니다.', '업무에 필요한 플랫폼과 도구를 개발하고 운영합니다.']","['Hadoop Ecosystem에서 데이터 업무 경험이 있는 분', '초대용량 데이터 처리 경험이 있는 분', '크고 복잡한 문제를 효율적으로 해결해 본 경험이 있는 분', '업무 자동화나 사용자 편의를 위한 어플리케이션 개발, 운영 경험이 있는 분']","['SQL', 'Python', 'Hadoop', 'Airflow']"
0020_GI48076872_㈜이팝소프트 채용 - [이팝소프트(말해보카)] 시니어 프로덕트 데이터 분석가 _ 잡코리아,데이터 분석가,㈜이팝소프트,"['합류 후 이런 업무를 함께 담당하게 돼요.', '프로덕트의 핵심 지표를 정의합니다.', '프로덕트 개선을 위한 인사이트 발굴 업무를 담당합니다.', '목표 달성을 위한 지표와 가설을 설정하고, 이를 검증할 수 있는 데이터 분석 및 A/B 테스트 설계를 진행합니다.', '을연서위이다술위 을']","['SQL을 활용한 데이터 분석 업무 경험 6년 이상이거나,이에 준하는 역량을 갖추신 분', 'Tableau,Redash 등 최소 1개 이상의 데이터 시각화 툴을 능숙히 사용하실 수 있는 분', '다양한 분석 기법을 활용해 가설을 수립 및 검증하고,도출된 결과를 바탕으로 논리적 추론 및 인사이트를 도출해 문제를 해결해 본 경험을 보유하신 분', '여러 유관 부서와 협업하며 본인의 분석 결과를 바탕으로 데이터 기반의 커뮤니케이션 및 제안 등 액션까지 프로젝트를 주도적으로 이끌어본 경험을 보유하신 분', 'Python,R 등을 활용한 분석 업무 경험을 보유하신 분', '수학, 통계 등 관련 전공에서 학사 이상의 학위를 보유하신 분', '앱 서비스에 대한 이해도가 높으신 분']","['SQL', 'Tableau', 'Redash', 'Athena', 'S3', 'AWS', 'MySQL', 'Airflow', 'Python', 'R']"
0021_GI48293235_펑타이그레이터차이나(유) 채용 - [PTKOREA] 데이터 분석가 _ 잡코리아,데이터 분석가,펑타이그레이터차이나(유),['데이터 분석가'],"['앱/웹에 대한 이해도가 있으신 분', 'Google Analytics를 이용한 분석이 가능하신 분', '외국어 커뮤니케이션 능력을 보유하신 분', 'PPT/Excel를 활용한 대시 보드 제작 경험이 있으신 분']","['SQL', 'Python', 'R', 'SPSS']"
0022_GI48258706_넷마블 채용 - 게임 데이터 분석 담당자 모집 _ 잡코리아,데이터 분석가,넷마블,['게임 데이터 분석 게임 론칭 및 운영 분석 리포트 발행 게임 장르별 BM 분석 리포트 발행 게임 데이터 기반의 통계분석 및 예측모델 개발'],['컴퓨터공학 또는 산업공학 관련 전공 클라우드 환경 경험'],"['SQL', 'R']"
0023_GI48376706_㈜CJ올리브네트웍스 채용 - [경력] Public Cloud FinOps _ 잡코리아,데이터 분석가,㈜CJ올리브네트웍스,"['클라우드 서비스운영 AWS', 'GCP', 'NCP', 'Datadog 등 사용량 및 지출 데이터를 실시간으로 모니터링하고 분석하여 비용 추세와 이상 징후를 파악합니다.', '활용도가 낮은 리소스 식별,적정 크기 조정(right-sizing)제안, 예약 인스턴스(Reserved Instances)또는 절감형 플랜(Savings Plans)활용 등을 통해 지속적인 비용 절감 기회를 식별하고 고객에게 제안합니다.', '비용 및 활용도에 대한 정기적인 보고서를 작성하고,이해 관계자들이 쉽게 현황을 파악할 수 있도록 대시보드 생성 및 자동화 계획을 수립 합니다.']","['FinOps 관련 자격(예:FinOps Certified Practitioner (FOCP)) 보유 AWS자격증 보유 주요 CSP 및 MSP 근무 또는 컨설팅펌 경험', '외국어 활용 능력', 'Office 활용 능력']","['Excel', 'AWS', 'GCP', 'Azure']"
0024_GI48301246_㈜카카오 채용 - Data Analytics Engineer (경력) _ 잡코리아,데이터 분석가,㈜카카오,[],"['Hadoop Ecosystem에서 데이터 업무 경험이 있는 분', '초대용량 데이터 처리 경험이 있는 분', '크고 복잡한 문제를 효율적으로 해결해 본 경험이 있는 분', '업무 자동화나 사용자 편의를 위한 어플리케이션 개발, 운영 경험이 있는 분']","['SQL', 'Python', 'Hadoop', 'Airflow']"
0025_GI48273195_㈜마크로젠 채용 - ㈜마크로젠 Bioinformatics 신입_경력 채용 _ 잡코리아,데이터 분석가,㈜마크로젠,"['NGS데이터분석 (0명) Transcriptome Reseq', 'scRNA-Seq 수주 분석 NGS Raw data 처리 및 Quality Control Analysis Pipeline Development NGS분석', '칩분석', 'Proteomics분석 Omics분석등']",[],"['Python', 'R', 'Git']"
0026_GI48214479_㈜카카오페이 채용 - [어시스턴트] BDA - 데이터 산출 지원 _ 잡코리아,데이터 분석가,㈜카카오페이,['BDA 유저 및 서비스 지표를 모니터링하고 개선안을 탐색해요.'],"['데이터 관련 전공 및 관련 자격증을 보유하고 계시면 더 좋아요.', '앱 서비스 로그 데이터 분석 경험이 있다면 더 좋아요.', 'SQL을 활용한 데이터 추출/분석 실무 경험이 있다면 더 좋아요.']",['R']
0028_GI48208333_㈜미리디 채용 - [미리디] 시니어 데이터 분석가 (Senior Data Analyst) _ 잡코리아,데이터 분석가,㈜미리디,"['""미리디에서 이런 일들을 함께 하고 싶어요""', '제품(Product)·마케팅·사업(Business)데이터를 통합적으로 분석하여 전사 의사결정에 필요한 인사이트를 제공합니다.', '통계 모델링,머신러닝,시뮬레이션 등 Data Science 기법을 적용한 고급 분석을 수행합니다.', '사용자 행동 분석(퍼널,리텐션,세그먼트,코호트)을 통해 제품 성장의 핵심 요인을 도출합니다.', '마케팅 퍼포먼스 분석(MMM,Attribution,캠페인 효과 분석)및 예산 최적화 근거를 제공합니다.', '사업 지표 분석(매출 구조,단위경제,LTV/CAC,리스크·기회 시나리오 분석)을 통한 방향성을 제안합니다.', '실험 설계(A/B 테스트),통계적 유의성 판단,실험 결과 개선 전략을 리딩합니다.']","['고객으로부터 시작하고,고객에 몰입하는 경험:데이터를 통해 고객의 문제를 찾고,고객의 행동을 분석하여 진정한 니즈와 해결책을 찾아내기 위해 노력합니다.', '프로덕트 개선 Full Cycle에 참여:Commerce', 'Subscription', 'Platform 등 여러 도메인의 스퀴드에 참여하여', '다양한 프로덕트 및 시각화 도구 경험:Amplit ude,Databricks,Tableau와 같은 다양한 도구들을 적극적으로 활용하며 최고 수준의 전문성을 지향합니다.', 'I DA팀만의 실험 문화,데커톤(Dakerton)', ""미리디 데이터 분석팀(DA팀)은 매주 한 번,자율적으로 분석 주제를 제안하고 함께 탐구하는'데커톤'을 진행합니다."", '어아이이공바허저몽이이을를 인 인사이트를 도출하는 팀 문화를 만들어가고 있습니다.']","['SQL', 'Python', 'Tableau', 'Google Analytics']"
0030_GI48301579_㈜카카오 채용 - AML 데이터 분석 담당자 (경력) _ 잡코리아,데이터 분석가,㈜카카오,"['AML 데이터 분석 담당 카카오의 다양한 서비스에서 발생하는 결제,정산 거래 데이터를 분석하여 자금세탁이 의심되는 거래 탐지 및 관련 기관 보고 AML팀의 업무 효율 측정 및 대시보드 관리를 통한 지표 관리 Python 등을 활용한 반복 업무 자동화 및 데이터 추출']","['Tableau 등 데이터 시각화 도구 활용에 능숙한 분', 'Python 등을 활용한 자동화 스크립트 작성 경험이 있는 분', 'AML관련 자격증(ACMAS,KCAMS등)을 보유한 분']","['Python', 'Tableau']"
0031_GI48059039_㈜카카오스타일 채용 - 풀필먼트 운영 기획 매니저 _ 잡코리아,데이터 분석가,㈜카카오스타일,"['풀필먼트 운영 기획 매니저 검품 타입별 리드타임을 단축하고 요일별 분산 관리를 통해 CAPA·SLA를 개선해요.', '입고 프로세스 및 가이드 운영을 통해 이슈에 신속하게 대응하고, 공정을 안정화해요.', '물류 시스템을 최적화하여 한 단계 더 고도화된 물류 서비스를 만들어요.', '물류 데이터를 분석하고 대시보드를 운영하며 문제 발굴 및 시스템 개선에 적극 활용해요.', '입고/적치 CAPA 확대 및 효율화를 통해 물량 대응력과 비용 효율성을 확보해요.', '어떤 성장을 기대할 수 있나요?', '물류 프로세스 개선과 신규 프로세스 기획을 통해 물류 효율화를 직접 추진하며, 물류 전문가로 깊이있는 경험을 쌓을 수 있어요.', '배송 서비스를 다양화하고 범위를 확대하는데 기여하며 풀필먼트 시장에서의 압도적인 점유율 확대를 함께 만들어갈 수 있어요.']","['패션 풀필먼트와 이커머스(B2C)산업에 대한 이해도가 높으신 분', 'SQL,Excel 등 OA 및 데이터분석 툴을 능숙하게 다루실 수 있는 분', '투명하고 솔직하게 커뮤니케이션 하며 다양한 유관부서와 원활하게 협업하실 수 있는 분', '주도적으로 문제를 발견하고 해결하는 과정을 즐기시는 분']","['SQL', 'Excel']"
0033_GI48163862_씨제이올리브영(주) 채용 - Data Analytics Engineer _ 잡코리아,데이터 분석가,씨제이올리브영(주),"['Data Analytics Engineer 고객행동로그 기반 데이터 모델 설계 및 분석 친화적 파이프라인 관리', '최적화 서비스 전반 데이터(주문/매출', '마케팅', '고객 등)를 활용한 분석 데이터 제공 고객행동분석 지표 정의 및 관리 체계를 위한 텍소노미 설계', '운영 지표 품질 검증', '정기 점검', '문서화 및 표준화 체계 운영']","['고객행동로그 기반 지표 모델링 및 심층 분석 경험', 'GCP(BigQuery 등 클라우드 환경)에서의 데이터 처리 경험', 'App/Web 데이터 트래킹 구조 및 사용자 식별 체계 이해도 Python,Shell,Airflow 등 자동화 도구 활용 및 데이터 품질 테스트 경험', 'Tableau,Looker, Superset 등 Bl/시각화 도구 활용 경험', '텍소노미 설계·운영 및 지표 관리 거버넌스 구축 경험']","['SQL', 'Python', 'Tableau', 'Looker', 'Superset', 'BigQuery', 'GCP', 'Airflow', 'GA']"
0034_GI48061280_㈜카카오스타일 채용 - 비즈니스 분석가 _ 잡코리아,데이터 시각화 분석가,㈜카카오스타일,"['비즈니스 분석가 전사 차원의 비즈니스 의사결정을 위한 데이터를 분석하고, 도출된 핵심 인사이트를 다양한 조직 및 의사결정권자에게 리포팅해요.', '경영 계획 목표 체계와 실적 데이터를 연계한 분석 프로세스를 구축하고,이를 지속적으로 관리해요.', '전사 및 조직 성과를 평가할 수 있는 지표를 정의하고, 이를 기반으로 모니터링 대시보드를 구축/운영해요.', '비즈니스 분석을 위한 Raw Data를 가공하고 분석용 마트를 구축 및 관리해요.', '어떤 성장을 기대할 수 있나요?', '전사 차원의 넓은 시야에서,데이터를 통한 문제 정의부터 분석과 실행까지 전 과정을 주도적으로 경험할 수 있어요.이를 통해 데이터 분석 역량을 넘어 비즈니스 인사이트를 바탕으로 문제를 해결하는 실질적인 경험을 쌓을 수 있어요.', '이커머스 도메인의 다양한 영역(사업/마케팅/물류 등)의 데이터를 폭넓게 접근하고 분석하며, 특정 영역에 국한되지 않고 전방위적인 데이터 분석 경험을 쌓을 수 있어요.']",[],"['Python', 'Tableau', 'Redash', 'AWS', 'Airflow']"
0035_GI48264819_CJ ENM 채용 - Mnet Plus Data Lead-경력채용 _ 잡코리아,데이터 분석가,CJ ENM,"['Data Analyst 비즈니스 변화에 따라 데이터 리소스를 관리하고,적절한 데이터 분석과 리소스 계획 수립', '데이터분석 파트 내에서 리더십을 발휘하며 팀원들의 멘토링 및 성장 코칭']","['Data driven한 회사에서 함께 일하는 Data 분석 업무를 수행 타부서와 협업해 실제 비즈니스 전략 및 운영에 기여하는 분석 업무를 해본 경험 글로벌 B2C 서비스에서 데이터 분석 경험을 보유한분', '클라우드 환경에서 대용량 데이터 분석 경험을 보유한 분', '캐릭터&성향 직군과 관계없이 어울릴 수 있고,적극적인 커뮤니케이션을 하려고 노력하는 분', '우선순위를 명확히 하여 Resource 대비 최대의 Impact를 만들어 줄 수 있는 분', '나의 팀만을 위한 의사결정이 아닌 사업부 차원의 의사결정을 할 수 있는 분', '사업과 조직의 Stage변화에 맞취 유연하게 사고하고,일하는 방법과 R이le, Formation방식 등에 유연하게 대응할 수 있는 분', '콘텐츠에 대한 진심과 애정으로 콘텐츠을 사랑하며 진정한 덕업일치를 이루고 싶은 분']",[]
0037_GI48355565_㈜엑스모 채용 - 의료 데이터 분석 연구원 (박사급_석사졸업생) _ 잡코리아,데이터 분석가,㈜엑스모,['의료 데이터 분석 연구원'],"['ARPA형/대형 국책과제 참여 및 성과관리 경험', '근골격계/노화/근감소증 관련 연구 및 코호트 분석 경험', '특허/의료기기 인허가(SaMD)·표준(IEC/ISO)대응 경험', 'OMOPCDM/HL7FHIR/DICOM등표준또는데이터 거버넌스 경험', 'SQL, Git, Linux, Docker 기반 분석/개발 파이프라인 구축경험']","['Python', 'R', 'Git']"
