stem,세부직무명,회사명,담당업무,우대사항,스킬
0039_GI48042435_㈜이씨마이너 채용 - 빅데이터_AI 컨설턴트 _ 잡코리아,데이터 엔지니어,㈜이씨마이너,"['빅데이터/AI 컨설턴트 (0명) ?분석 목적에 맞는 데이터를 식별하고 데이터 수집 및 가격(Feature Engineering 수행) ?고객사의 니즈를 파악하고 문제 해결에 적합한 분석 설계 ?제조', '공공기관 등의 비즈니스 도메인 관점에서 예측모델 생성', '이미지 분류등 머신러닝/ 딥러닝 수행']",['HY·√'],[]
"0043_GI48372597_㈜리스크제로 채용 - [기술연구소] AI개발 데이터 설계, QA 엔지니어 경력 채용 _ 잡코리아",데이터 분석가,㈜리스크제로,"['자격사항 데이터수집및전처리업무경험 AI모델개발및LLM튜닝경험자 RAG구축경험 데이터설계 (딤장급-치장급이상) 데이터수집,전처리및RAG구축관련총괄및관리']",[],[]
0045_GI48266259_㈜라포랩스(Rapport Labs Inc.)) 채용 - Data Analytics Engineer _ 잡코리아,데이터 분석가,㈜라포랩스(Rapport Labs Inc.)),[],"['커머스 또는 유사 도메인에서 End-to-End 데이터 인프라를 구성해 본 경험이 있으신 분', '데이터 카탈로그 및 품질 관리 도구를 도입하거나 운영해 본 경험이 있으신 분', '데이터 표준화, 모둘화 및 거버넌스 체계 도입을 주도적으로 수행해 보신 분']","['SQL', 'Looker', 'BigQuery', 'Snowflake', 'Kafka', 'Airflow', 'Amplitude']"
0046_GI48361664_㈜다원컨설팅 채용 - (주)다원컨설팅 2026년 분석 신규채용 _ 잡코리아,데이터 분석가,㈜다원컨설팅,[],"['[내근직] 원활한 대인관계와 커뮤니케이션 능력을 갖추신 분', '적극성,책임감,팀워크를 평소 강점으로 지니신 분', '일할때는 즐거운 마음으로 집중하는 분', 'CS응대 또는 서비스직 관련 업무 경험 있으신 분', '성실하고 바른 인성과 배움에 열정을 갖고 있는 분']",[]
0047_GI48033975_플렉스㈜ 채용 - [Platform] Data Engineer (Data Product) _ 잡코리아,데이터 품질·거버넌스 분석가,플렉스㈜,"['Data 이런 일을 함께 하게 됩니다.', 'Product Engineer AI 기반 제품을 위한 데이터 파이프라인을 구축합니다.', 'flex AI Agent를 위한 RAG 시스템을 구축하여,AI가 HR 데이터와 고객의 노션, 슬랙 등 외부 데이터를 효과적으로 검색하고 활용할 수 있는 데이터 파이프라인과 AP를 개발합니 대규모 텍스트 데이터를 분할하고 임베딩하여 벡터 데이터베이스에 저장하는 과정을 자동화합니다.', '둘이어융어위- 보안 메커니즘을 설계하고 구현합니다.', 'People Analytics를 위한 데이터 파이프라인을 구축합니다.', 'HR 리포트에 필요한 다양한 HR 데이터셋을 개발하고 이를 제품에 서빙하기 위한 파이프라인을 개발합니다.', '실시간 데이터 집계를 위한 서빙 AP를 개발하고 운영합니다.', '고객이 신뢰할 수 있는 데이터 제공을 위한 다양한 Data Quality 로직을 구현하고 관리합니다.']","['RAG 시스템 설계 및 구현 경험이 있거나,관련 기술(임베딩,벡터 DB 등)에 대한 이해도가 있으신 분', '외부 API(노션,슬랙 등)를 활용한 비정형 데이터 수집 및 가공 경험이 있으신 분', 'Spring,FastAPI 기반의 API 개발 경험이 있으신 분', 'ElasticSearch,MongoDB 등 NoSQL DB구축 및 활용 경험이 있으신 분', 'k8s 기반의 인프라 활용 경험이 있으신 분']","['Python', 'Athena', 'S3', 'AWS', 'MySQL', 'Spark', 'Kafka', 'Airflow']"
0049_GI48272483_㈜지바이크 채용 - [지쿠] 전략마케팅팀 데이터분석 전문가 경력 채용 _ 잡코리아,데이터 분석가,㈜지바이크,"['데이터 분석 마케팅(O명) 공유모빌리티 운영 데이터 분석 통한 개선점 발굴 및 성과를 도출합니다.', '국내외 담당 지역의 주요 운영 현황 및 각종 지표를 분석하고 개선점을 찾아냅니다.']","['데이터분석을 통한 업무개선 경험 있는 분 영어능통자(해외법인 커뮤니케이션) 기본우대 군전역간부(장교', '부사관)', '학점우수(대졸 4.0이상)', '여군(장교', '컴퓨터활용능력 우수자', '통계분석 우대전공 경영계열', '통계학과', '빅데이터사이언스학과']","['SQL', 'Python', 'R', 'Tableau', 'Google Analytics']"
0050_GI48368005_케리로지스틱스 채용 - [외국계] Integrated Logistics IT 담당 직원 채용 _ 잡코리아,데이터 분석가,케리로지스틱스,"['서버', '네트워크', '방화벽', 'VPN', 'Wi-Fi및 백업 시스템의 운영 및 유지관리 IT 인프라 성능 및 보안 이벤트 모니터링', '장애 및 사고 대응 Microsoft 365', 'Active Directory', '다중요소인증(MFA)및 사용자 접근 권한 라이프사이클 관리']",[],[]
0053_GI48266381_씨제이올리브영(주) 채용 - 데이터플랫폼 설계 및 모델링 담당자 (Data Architect) _ 잡코리아,데이터 엔지니어,씨제이올리브영(주),"['Data Architect GCP Data Lakehouse 설계 주도:GCP BigQuery를 중심으로 데이터 웨어하우스/레이크하우스 아키텍처를 설계하고 구축하는 역할을 담당합니다.', '데이터 모델링 및 표준화: 비즈니스 요구사항을 반영하여 데이터 모델을 설계하고, 데이터 품질 및 일관성 확보를 위한 표준을 수립 및 관리합니다.', '성능 및 리소스 최적화:대규모 데이터 환경에서 쿼리 성능을 최적화하고, 클라우드 리소스를 효율적으로 관리하여 비용 절감에 기여합니다.', '정보보안 및 설계표준:정보보안 기준에 따른 데이터 접근 통제,암호화 정책을 수립하고, 데이터 설계 표준 체계를 구현하여 안전성을 보장합니다.', '협업 및 기술 리더십:Data Engineer,Modeler 등 팀원들과 긴밀히 협력하며, 데이터 플랫폼의 기술 로드맵을 제시하고 발전 역할을 수행합니다.']","['Snowflake,BigQuery 등 Warehouse급 환경을 설계하고 구축 및 운영 경험이 있으신분', '유통 및 이커머스 분야 도메인 지식에 대한 이해를 바탕으로 데이터 모델링 가능 DBMS 아키텍처에 대한 이해를 바탕으로 성능 관점의 물리 모델링 및 SQL 튜닝 가능 Oracle, MySQL, Postgre, AwS Aurora, Google BigQuery 등 다양한 DB 데이터 관리 및 설계 경험이 있으신분', 'GCP Professional Data Engineer 또는 Cloud Architect 등 관련 전문 자격증 보유']","['SQL', 'BigQuery', 'Snowflake', 'AWS', 'GCP', 'Oracle', 'MySQL']"
0055_GI48040132_㈜한컴이노스트림 채용 - (한컴이노스트림) 데이터 시각화 전문가 (Tableau Analyst) 채용 (7년이상) _ 잡코리아,데이터 시각화 분석가,㈜한컴이노스트림,"['Tableau를 활용한 대시보드 및 리포트 설계 및 개발 Tableau 서버 운영,성능 최적화 작업 데이터 마트 설계 및 구현 제안서 작성 및 기술 멘토링 포지션 등']","['클라우드 기반 데이터 엔지니어링(Databricks, Snowf lake 등)수행 경험 있으신 분', 'Salesf orce Tableau 관련 자격증,정보처리기사 자격 보유하신 분']","['SQL', 'Tableau']"
0056_GI48037407_㈜잉카인터넷 채용 - 악성코드 분석 대응 _ 잡코리아,데이터 엔지니어,㈜잉카인터넷,"['악성코드 분석 Windows(32/64bit), Android, Linux']",['컴퓨터 및 시스템 공학 관련 전공 리버스엔지니어링 지식 보유자 악성코드/취약점 분석 경험 다양한 분석 Tool 경험'],['Python']
0058_GI48254137_이씨이십일알앤씨㈜ 채용 - [홈페이지지원] AX팀 팀원 채용(AI 에이전트 개발) _ 잡코리아,데이터 분석가,이씨이십일알앤씨㈜,"['포지션 (1명) AlAgent 설계 및 개발', 'Multi-Agent 워크플로우 설계 및 구현(LangChain', 'LangGraph', 'LangSmith 등 활용) 상용LLM(GPT', 'Claude', 'Gemini등)연계 업무 자동화 시스템 개발 RAG 시스템 구축 및 성능 최적화 FastAPI 기반 백엔드 API 개발 및 운영']","['Python언어 활용 능숙 Al Agent 개발 경험(LangChain, LangGraph, LangSmit h 등)', 'RAG 파이프라인 구현 경험', '바이브 코딩으로 1개 이상의 프로젝트나 서비스 개발 경험', 'Multi-Agent 오케스트레이션 설계 및 운영 경험', 'FastAPI,Flask 등Python 웹 프레임워크경험', 'Streamlit 활용 웹앱 개발 경험', 'Docker,Kubernetes등컨테이너 기반배포 경험', '프름프트 엔지니어링 및 LLMFine-tuning 경험']","['MySQL', 'PostgreSQL']"
"0059_GI48376784_㈜공감데이터 채용 - 데이터 컨설턴트, 데이터 솔루션 개발자 경력 및 신입사원 모집 _ 잡코리아",데이터 분석가,㈜공감데이터,[],"['BPR/ISP(정보화 전략) 유 경험자 공공데이터 및 빅데이터 컨설팅 경험', '문서 작성 및 발표 능력', '공공데이터 품질 진단 및 개선 경험']","['SQL', 'Python', 'R', 'SAS', 'Tableau']"
0064_GI48367025_㈜지에프씨코리아 채용 - AI 학습데이터 품질 검증 및 학습 방향 설계 전문가 채용 _ 잡코리아,데이터 분석가,㈜지에프씨코리아,"['포지션(1명) AI 학습데이터 품질 검토 및 학습 적합성 평가 데이터 분석을 기반으로 한 학습 전략 및 방향성 제시 데이터 보완', '개선 방안 및 추가 수집 필요 데이터 정의 데이터 분석']","['AI 모델 학습 프로젝트에서 데이터 검증·기획 역할 경험', '데이터 컨설팅,AI 품질관리,데이터 평가 관련 업무 경험', '데이터 분석·학습·검증 프로세스를 총괄 또는 리딩한 경험']",['Python']
0068_GI48341811_㈜씨아이솔루션 채용 - SK 계열사 침해분석가(EDR) 경력 직원 채용 _ 잡코리아,데이터 분석가,㈜씨아이솔루션,"['포지션 (1명) SK계열사 상주근무 EDR 을 이용한 엔드포인트 보안 이상 행위 모니터링 및 침해 사고 분석 악성코드 분석,행위 기반 탐지 및 대응 디지털 포렌식 분석 및 보고서 작성 보안 위협 대응 프로세스 운영 및 개선']",[],[]
0070_GI48279968_㈜다날 채용 - [Data기술팀] BE 개발자(DB 프로시져 개발) _ 잡코리아,데이터 분석가,㈜다날,[],"['MSSQL,Oracle데이터베이스 쿼리 튜닝 및 인덱스 설계 경험', 'MSSQL,Oracle 실행 계획(Query Plan)분석 및 개선 경험', '트랜책션 처리 시스템 개발 또는 데이터 아키텍처 설계 경험']","['Oracle', 'MySQL', 'PostgreSQL']"
0071_GI48323321_㈜지에프씨코리아 채용 - AI 추천 엔진 고도화 및 신규 모델 연구 개발자 _ 잡코리아,데이터 분석가,㈜지에프씨코리아,"['AI개발자(1명) 답러닝 기반 추천 모델의 성능 개선 및 최적화 모델 아키텍처 실험', '하이퍼 파라미터 튜닝 및 학습 기법 개선 대안 모델 아키텍처 설계 및 PoC 개발 AP를 통한 데이터 파이프라인 구축 및 데이터 정제', '이상치 처리', '결측치 보정 GPU 최적화 및 학습속도 및 리소스 효율성 개선']","['PyTorch 기반 딥러닝 모델 개발 및 최적화 경험 TorchRec,TFRS 등 추천 시스템 관련 프레임워크 사용 경험']","['PostgreSQL', 'PyTorch', 'TensorFlow']"
0072_GI48262661_더퍼스트평생교육원 채용 - [신입_경력] 평생교육원 교육운영팀 직원을 모집합니다. _ 잡코리아,데이터 분석가,더퍼스트평생교육원,[],"['컴퓨터공학과 졸업자 평생교육사 자격증 보유자 기본우대 컴퓨터활용능력 우수자,평생교육사 자격증 보유자,컴퓨터공학과 졸업자']","['MySQL', 'R']"
0074_GI48146789_주식회사 바이브컴퍼니 채용 - [세종] 정책홍보지원시스템 운영 유지보수 계약직 채용 _ 잡코리아,데이터 분석가,주식회사 바이브컴퍼니,[],"['웹서비스 구조 구축 및 데이터베이스 운영 경험이 있으신 분', '공공기관 시스템 유지보수 운영 경험이 있으신분', '바이브컴퍼니의 A를 기반으로 한 공공 및 타 기관 연구 사업,SI사업 및 SM 등의 사업을 수주하고 수행 업무를 담당합니다.']","['SQL', 'Python', 'R']"
0075_GI48302525_㈜블록스퀘어랩스 채용 - 데이터 분석 및 관리자 채용(정규직) _ 잡코리아,데이터 분석가,㈜블록스퀘어랩스,"['알고리즘 사업부 데이터 무|군누 데이터 분석을 위한 실험설계, 가설 검증 등 통계 분석 (0명) 데이터 자료 수집 및 분석업무 알고리즘 개발']","['컴퓨터공학, 통계학 관련 전공']","['SQL', 'Python', 'R', 'Excel']"
0077_GI48326354_㈜제이앤에이치알컴퍼니 채용 - 데이터 분석 및 시스템 개발자 정규직 채용 _ 잡코리아,데이터 엔지니어,㈜제이앤에이치알컴퍼니,"['데이터 분석 및 시스템 개발(1명)', '?Python및 MS Excel을 활용한 설문시스템 셋팅 ?설문분석 결과 산출된 Raw data(excel)를 Python을 활용해 데이터 분석 진행 ?분석된 데이터 기반 자동화 보고서 작성(Excel 기반의 보고서 작성 ->pdf 형태로 최종 산출물 납품)', '?Python을 활용한 설문 시스템 개발(진단 시행하는 고객사 요청에 맞도록 대응)']",['?Python을 활용한 시스템 개발 경험 우대 ?HR 관련 업계 종사자 ?다면진단 관련 시스템 개발 및 운영 경험 우대'],"['Python', 'Excel']"
0078_GI48234851_㈜아이스크림에듀 채용 - [아이스크림에듀] 경영정보(RPA) 운영 담당자 채용 _ 잡코리아,데이터 분석가,㈜아이스크림에듀,[],"['경험:Docker container 관련 유경험자 역량:자동화 구현을 위한 프로세스 분석 능력 보유자 문제를 데이터 기반으로 분석할 수 있고,개선점 도출하는 문제해결 능력 보유자']",[]
0083_GI48154836_㈜아이도트 채용 - [AIDOT] 의료 영상 기반 인공지능 연구개발 채용(책임연구원_팀장급) _ 잡코리아,데이터 엔지니어,㈜아이도트,[],"['컴퓨터공학,전자공학 또는 관련 분야의 석사 이상 학위를 보유하신 분', '의료 영상 데이터 분석 및 AI 모델 개발 경험이 있으신 분', 'AI 관련 주요 학회 및 저널에 게재된 논문에 주요 저자로 참여하신 경험이 있으신 분', 'AI관련 Competition에서 실적이 있으신 분', '실제 서비스에서 AI 모델 구축 및 배포 경험이 있으신 분', 'AI 모델 경량화 및 최적화 경험이 있으신 분', 'Open source contribution 경험이 있으신 분', '영어 회화 가능하신 분']",['Python']
0084_GI48331009_㈜야놀자 채용 - Global Sales Strategy & Operations Senior Analyst _ 잡코리아,데이터 분석가,㈜야놀자,"['주요 글로벌 영업 성과 지표를 정의', '세일즈', '마케팅', '재무 등과 협업']","['3년+이상의 영업 데이터 분석 관련 경험 방대한 데이터를 분석해 인사이트를 도출하고,이를 효과적으로 시각화해 전달할 수 있는 능력 MS 오피스 및 구글시트 활용에 능숙하신 분', 'Looker Studio,Tableau 등 분석툴 및 시각화에 대한 높은 이해도가 있으신 분', 'B2B 영업 효율성 분석 경험,forecasting 및 funnel reporting를 경험해 보신 분', 'Proficiency in both oral & written English communication B2B 영업 시스템 사용 경험 및 이해(Salesf orce,Gong,etc.)가 높으신 분', '컨설팅이나 뱅킹 business analyst 경험이 있으신 분', '글로벌 B2B Tech 기업 영업 관리 경험이 있으신 분', 'B2B 영업 Tech 솔루션에 대한 풍부한 경험이 있으신 분', '여행 산업에 대한 이해도가 있으신 분']","['Tableau', 'Looker']"
0085_GI48338543_유한회사 월터워커 채용 - Walter Walker Group - AI 기반 하드웨어 연동 소프트웨어 개발자 _ 잡코리아,데이터 사이언티스트,유한회사 월터워커,['Sensor Interfacing & Data Pipeline 센서 장비와 소프트웨어 간의 연동 인터페이스 개발 하드웨어 SDK/AP를 활용한 실시간 데이터 수집 및 클라우드 전송 시스템 구축 AI Analytics & Modeling 수집된 센서 데이터를 기반으로 인체 동작 및 운동 역학을 분석하는 AI 모델 설계 사용자의 움직임을 예측하고 진단을 보조하는 머신러닝/딥러닝 알고리즘 개발 Integrated Platform Development 센서 연동 프로그램 및 분석 결과를 시각화하는 UI/UX 개발'],[],"['Python', 'PyTorch', 'TensorFlow', 'R']"
0086_GI48305316_에쓰오씨소프트㈜ 채용 - 금융기관 빅데이터 플랫폼 데이터 운영인력 모집 _ 잡코리아,데이터 시각화 분석가,에쓰오씨소프트㈜,"['포지션 (0명)', 'IBM DataStage 운영 DataStage를 활용한 신규 데이터 수집 및 JOB설계,개발 및 수정 스케줄링 관리 및 인터페이스 모니터링', '수집데이터와의 정합성 확인 및 마트 데이터 검증 데이터 오류발생시 원인분석 BI솔루션을 이용한 신규 리포트 생성 및 수정']",[],"['Python', 'PyTorch', 'SQL']"
0087_GI48203354_유니슨㈜ 채용 - 풍력자원 및 연간발전량(AEP) 분석 담당자 채용 _ 잡코리아,데이터 엔지니어,유니슨㈜,[],"['풍력단지 배치 및 연간 발전량 분석 보훈대상자 장애인 컴퓨터활용능력 우수자 영어가능자 해외근무 가능자 유관업무 경험자(인턴·알바)', '오전8시 00분~오후5시 00분 기본우대 장애인', '영어가능자', '컴퓨터활용능력 우수자', '유관업무 경험자(인턴', '알바)', '보훈대상자 이 기업과 나의 적합도 체크 핵심 역량 계획성 회사에서 중요하게 생각하는 역량과 가치가 나와 맞는지 알아보기 적응성 성취지향성 협동심']",[]
0088_GI48208355_㈜미리디 채용 - [미리디] 애널리틱스 엔지니어 (Analytics Engineer) _ 잡코리아,데이터 엔지니어,㈜미리디,"['""미리인은 충분히 소통하고,데이터 기반으로 실행하여 높은 기준으로 목표를 달성합니다.""', '미리디의 다양한 데이터가 안정적으로 활용될 수 있도록 분석 친화적인 데이터 모델과 마트를 설계하고,신뢰도 높은 데이터 파이프라인을 구축할 전문가 를 모십니다.', '분석 요구사항을 기반으로 Fact/Dimension/Feature Mart 등 분석용 데이터 모델을 설계하고 구축합니다.', '데이터 정합성 검증,스키마 관리,메타데이터 관리 등 분석 신뢰도를 높이기 위한 품질 체계를 수립합니다.', 'Databricks,Lakehouse 기반의 데이터 엔지니어링 모범사례를 도입하고 분석 환경을 최적화합니다.', 'DA,PM,마케팅 등 유관 조직과 협업하여 이벤트/로그 수집 구조를 설계하고,분석 친화적인 형태로 정제합니다.', 'Business Glossary 를 관리합니다.']","['""이런 분이라면 장기적으로 서로에게 더 긍정적일 것 같아요!"" 회계,경영,통계 관련 전공 학사 이상(또는 이에 준하는 실무 경험 보유)의 학위를 보유한 분', 'ERP,회계 시스템 등 재무 관련 시스템의 데이터 구조에 대한 깊은 이해 및 연동 경험이 있는 분', 'Python/Spark 등을 활용한 데이터 처리 자동화 파이프라인 구축 경험이 있는 분']","['SQL', 'Python', 'Tableau', 'Athena', 'S3', 'Spark', 'dbt', 'GA', 'Google Analytics', 'Amplitude']"
0089_GI48193527_세리정보기술㈜ 채용 - 금융업무 시스템 SI개발 및 운영자 모집(경력) _ 잡코리아,데이터 분석가,세리정보기술㈜,[],['?금융권 프로젝트 경험자 우대 ?데이터베이스 관리 경험자 환영 ?고객 중심 서비스 마인드 보유'],['SQL']
0090_GI48348311_주식회사 지피홀딩스 채용 - 지피홀딩스그룹 채용공고 AI 개발부 IT 기획자 경력직 _ 잡코리아,데이터 분석가,주식회사 지피홀딩스,"['AI 개발부 IT 기획자 (2명) A를 활용한 법률 서비스 및 솔루션의 기획/운영을 담당합니다.', '법률 현업 실무자(변호사,법무팀 등)의 Pain Point 를 분석하고 요구사항을 도출하여 개발팀에 전달하는 브릿지 역할을 수행합니다.', '법률 AI 서비스의 전체 프로젝트 일정 관리 및 경영진 보고를 담당합니다.', 'B2B 법률 AI 솔루션 사업의 서비스 기획 전반을 리드합니다.', 'AI 기반 법률 서비스/솔루션 기획 및 운영 법률 현업 실무자 인터뷰 및 대표이사 인터뷰 및 요구사항 수집', '문서화 요구사항 기반 기능 정의서', '화면설계서 작성('Figma', 'PPT' 등 활용)']",[],['Excel']
"0091_GI48033963_플렉스㈜ 채용 - [Platform] Data Engineer (Data Product, Data Analytics) _ 잡코리아",데이터 분석가,플렉스㈜,"['Data 이런 일을 함께 하게 됩니다.', 'Product Engineer AI 기반 제품을 위한 데이터 파이프라인을 구축합니다.', 'flex AI Agent를 위한 RAG 시스템을 구축하여,AI가 HR 데이터와 고객의 노션, 슬랙 등 외부 데이터를 효과적으로 검색하고 활용할 수 있는 데이터 파이프라인과 AP를 개발합니 대규모 텍스트 데이터를 분할하고 임베딩하여 벡터 데이터베이스에 저장하는 과정을 자동화합니다.', '보안 메커니즘을 설계하고 구현합니다.', 'People Analytics를 위한 데이터 파이프라인을 구축합니다.', 'HR 리포트에 필요한 다양한 HR 데이터셋을 개발하고 이를 제품에 서빙하기 위한 파이프라인을 개발합니다.', '실시간 데이터 집계를 위한 서빙 AP를 개발하고 운영합니다.', '고객이 신뢰할 수 있는 데이터 제공을 위한 다양한 Data Quality 로직을 구현하고 관리합니다.']","['RAG 시스템 설계 및 구현 경험이 있거나,관련 기술(임베딩,벡터 DB 등)에 대한 이해도가 있으신 분', '외부 API(노션,슬랙 등)를 활용한 비정형 데이터 수집 및 가공 경험이 있으신 분', 'Spring,FastAPI 기반의 API 개발 경험이 있으신 분', 'ElasticSearch,MongoDB 등 NoSQL DB구축 및 활용 경험이 있으신 분', 'k8s 기반의 인프라 활용 경험이 있으신 분', '데이터 분석가 혹은 그에 준하는 역할로 데이터 시각화 및 리포트 경험이 있으신 분', '유저 행동 로그 설계 및 관리 경험이 있으신 분', '데이터 품질 관리를 위한 다양한 도구 개발 경험이 있으신 분']","['SQL', 'Python', 'Redash', 'Athena', 'S3', 'AWS', 'MySQL', 'Spark', 'Kafka', 'Airflow']"
0094_GI48320386_㈜이글루코퍼레이션 채용 - [인프라사업본부] 인공지능 모델 운영 및 데이터 분석 전문가 채용(대전) _ 잡코리아,데이터 분석가,㈜이글루코퍼레이션,['웹로그데이터 수집 및 분석 웹해킹 분야 보안 시나리오 생성 및데이터 상관분석 보안 로그 분석 및 자동대응 정책 관리사이버침해(DDoS) 분석 및 대응 취약점 분석 및 보안규칙 개발정보보호시스템 운영'],['기본우대'],[]
0096_GI48318179_삼양라운드스퀘어㈜ 채용 - [삼양식품] Global Biz. Management 매니저 _ 잡코리아,데이터 시각화 분석가,삼양라운드스퀘어㈜,[],"['경영학,경제학 전공자 또는 관련 자격 소지자 다국적 업무 협업 경험이 있으신 분']",['Tableau']
0097_GI48096851_스페이스시프트 채용 - AI 마감재 플랫폼기반 고객 맞춤형 공간 코디네이터 모집 _ 잡코리아,데이터 분석가,스페이스시프트,"['물량확인', '재고파악', '스팩북제작', '샘플보드 제작', '견적서 작성)']","['스타트업 씬에서 다양한 마케팅(퍼포먼스,CRM,콘텐츠 등)을 경험한 분', '다양한 가설을 통한 마케팅 액션과 배움으로 지표 개선에 성과를 창출했던 경험이 있는 분', '국내 그로스 성공 사례를 스터디 및 적용한 경험이 있는분', '콘텐츠,디자인,프로그램 개발 부서와 커뮤니케이션 경험이 있으신 분']","['Python', 'Excel', 'Tableau', 'Google Analytics']"
0100_GI48181531_국가정보원 채용 - 2026년 상반기 정기공채 대외 공고문 _ 잡코리아,데이터 분석가,국가정보원,[],"['외국어 [영어] TOEIC [영어]TEPS [영어]FLEX영어 자격증 한국사능력검정시험 2급,컴퓨터활용능력 1급,컴퓨터시스템응용기술사 이 기업과 나의 적합도 체크 핵심 역량 계획성 회사에서 중요하게 생각하는 역량과 가치가 나와 맞는지 알아보기 적응성 성취지향성 협동심 무문문']",['R']
0106_GI48165510_㈜아이도트 채용 - [AIDOT] 의료 영상 기반 인공지능 연구개발 채용(선임연구원) _ 잡코리아,데이터 분석가,㈜아이도트,[],"['컴퓨터공학,전자공학 또는 관련 분야의 석사 이상 학위를 보유하신 분', '의료 영상 데이터 분석 및 AI 모델 개발 경험이 있으신 분', 'AI 관련 주요 학회 및 저널에 게재된 논문에 주요 저자로 참여하신 경험이 있으신 분', 'AI 관련 Competition에서 실적이 있으신 분', '실제 서비스에서 AI 모델 구축 및 배포 경험이 있으신 분', 'AI 모델 경량화 및 최적화 경험이 있으신 분', 'Open source contribution 경험이 있으신 분', '영어 회화 가능하신 분']",['Python']
0109_GI48299385_아타드㈜(ATAD Corp. 채용 - [인공지능] LLM 개발자 [주니어] _ 잡코리아,데이터 사이언티스트,아타드㈜(ATAD Corp.,['데이터 파이프라인 설계 및 구현 경험이 있으신 분 면접일정은 추후 통보됩니다.'],[],"['SQL', 'Python', 'AWS', 'Kafka', 'PyTorch', 'TensorFlow']"
