stem,세부직무명,회사명,담당업무,우대사항,스킬
0248_GI48324333_픽셀로직코리아(유) 채용 - Finance Analyst _ 잡코리아,데이터 분석가,픽셀로직코리아(유),"['support the VP & GM, APAC and the central Corporate Services in the United States.', 'The successful individual has a desire to build strong relationships with business line heads and non-financial stakeholders through effective business partnering.', 'There is also plenty scope for the new appointment to enhance existing processes as well as regular business planning, forecast and management information reports.', 'Responsible for accurate preparation on the consolidated (P&L, balance sheet, and cash flow)', ""monthly financial results, quarterly forecasts and annual budgets of the Company's business units to senior management and external parties."", 'Review and monitor key changes between actual results vs.', 'current forecast', 'budget']","['Highly proficient in Microsoft office, specifically Microsoft Excel.', 'Skilled in billing', 'reporting', 'analysis', 'problem solving and relationship building.', 'Excellent verbal and written communication skills.', 'Strong attention to detail, organizational, problem-solving and high level math skills.', 'Equal Opportunity Employer']",['Excel']
0249_GI48346050_마이데이터 채용 - [삼성전자 SAIT] Business Analyst (BA) _ Business Developer 모집 _ 잡코리아,데이터 분석가,마이데이터,[],"['삼성전자 또는 대기업 IT 조직/연구소 상주 경험', 'ITO 계약,IT 투자/예산 관리 경험', '정보전략(IS),IT 기획,경영기획 경험', '임원/의사결정자 대상 보고 경험']",['Excel']
0250_GI48099884_㈜대한파트너스 채용 - [코인TM _ 코인레퍼럴] 코인 TM 영업 채용 (부천 본사 _ 자체생산 DB _ 단 _ 잡코리아,데이터 분석가,㈜대한파트너스,['TM영업 (0명) 코인TM영업 고퀄리티 자체 DB 무료체험 유치 FEIEIL IO_ 고인 데퍼널'],['코인 가상자산 래퍼럴 유사투자 영업 TM 금융 기본우대'],[]
0251_GI48299502_㈜먹깨비 채용 - React (리엑트) 채용 _ 공공배달앱 (주)먹깨비 _ 잡코리아,데이터 분석가,㈜먹깨비,[],"['우대전공 정보통신공학과,응용소프트웨어공학과']","['Python', 'R']"
0252_GI48377451_케이바이오테크솔루션 채용 - 임상시험 통계분석 컨설턴트 채용합니다. _ 잡코리아,데이터 분석가,케이바이오테크솔루션,[],"['의료기기 임상시험 통계분석 경험자 MFDS 임상 관련 통계 업무 경험', 'SAP,TFL(Table, Figure,Listing)작성 경험', 'GCP,ISo14155등임상시험 관련가이드라인 이해 영어 문서 작성 및 규제 대응 경험', 'CRO 또는 제약/의료기기 기업근무 경험']","['SAS', 'SPSS', 'R', 'GCP']"
0253_GI48307992_㈜대한파트너스 채용 - [㈜대한파트너스] 코인레퍼럴 TM영업 공개채용 (부천 상동 _ 자체생산 DB _ _ 잡코리아,데이터 분석가,㈜대한파트너스,['TM영업 (0명) 코인TM영업 고퀄리티 자체 DB 무료체험 유치 코인레퍼럴'],['코인 가상자산 래퍼럴 유사투자 영업 TM 금융 기본우대'],[]
0254_GI48289981_Indxx APAC Ltd. 채용 - 외국계 기업 Financial Analyst (Index Product & Operations) 채용 _ 잡코리아,데이터 시각화 분석가,Indxx APAC Ltd.,['Analyze financial statement s and key perf ormance indicators (KPls).'],"['Monit or global financial markets to detect emerging opport unities for new index offerings.', 'Track business performance and prepare MiS reports and dashboards.', 'Assist in preparing present ations for management and int ernal stakeholders.', 'Monitor market trends, industry benchmarks, and competitor performance.', 'University Graduation Any additional financial certification will be pref erred.', 'Experience:']","['Python', 'Excel', 'VBA', 'R']"
0256_GI48099895_㈜대한파트너스 채용 - [㈜대한파트너스] 코인레퍼럴 TM영업 공개채용 (서울 가산 _ 자체생산 DB _ _ 잡코리아,데이터 분석가,㈜대한파트너스,['TM영업 (0명) 코인TM영업 고퀄리티 자체 DB 무료체험 유치 코인레퍼럴'],['코인 가상자산 래퍼럴 유사투자 영업 TM 금융 기본우대'],['R']
0257_GI48134366_㈜씨티아이랩 채용 - [CTILAB]사이버 위협 보안 분석 전문가 _ 잡코리아,데이터 분석가,㈜씨티아이랩,['보안전문가(1명) 이런 분을 찾고 있어요 SIEM/SOAR 기반 관제 서비스 운영 해보신 분'],"['사이버 위협 인텔리전스 수집 및 분석 경험을 보유하신분', 'MitreATT&CK Framework 실무 경험을 보유하신분', '다양한 침해사고 대응 경험을 보유하신분', '새로운 기술과 지식을 빠르게 습득하고,이를 활용하여 문제 해결 능력이 뛰어 나시분', '고객 및 동료 팀원과 원활한 소통을 통해 시너지를 발휘하실분']",[]
0258_GI48369036_다큐브㈜ 채용 - [솔루션팀_5년 이상] 백엔드 개발 팀장급 채용 _ 잡코리아,데이터 분석가,다큐브㈜,['SDK 고객 요구사항 분석 및 제품 개선 피드백 배포 파이프라인 운영 및 SDK 관련 이슈 triage 연구 기능의 API/SDK 제품화'],"['오픈소스 라이브러리 기여 경험', 'Al Agent 기반 자동화된 배포 파이프라인 운영 경험', '인프라 기본 구성 및 운영 경험']","['Git', 'R']"
0260_GI48231411_㈜셀게이트 채용 - [셀게이트] 2025년 신입_경력 채용 _ 잡코리아,데이터 엔지니어,㈜셀게이트,[],"['(결산,부가세신고,손익보고서 작성 회계/세무 관련 지식 보유자 (팀장급)', '커뮤니케이션 능력', '우수자 IXHOL운/SNS 소재저 베리에이션 기본우대 영어가능자,인근거주자,컴퓨터활용능력', '우수자,차량소지자,운전가능자,통계분석·리서치 능숙자,프리젠 이 기업과 나의 적합도 체크 핵심 역량']","['R', 'Excel']"
0262_GI48231411_㈜셀게이트 채용 - [셀게이트] 2025년 신입_경력 채용 _ 잡코리아,데이터 분석가,㈜셀게이트,[],"['(결산,부가세신고,손익보고서 작성 회계/세무 관련 지식 보유자 (팀장급)', '커뮤니케이션 능력', '우수자 IXHOL운/SNS 소재저 베리에이션 기본우대 영어가능자,인근거주자,컴퓨터활용능력', '우수자,차량소지자,운전가능자,통계분석·리서치 능숙자,프리젠 이 기업과 나의 적합도 체크 핵심 역량']","['R', 'Excel']"
0263_GI48364745_Mindpec Solutions 채용 - [말레이시아 근무] 반도체 업계 - Sales Pricing Support Specialist _ 잡코리아,데이터 분석가,Mindpec Solutions,"['Pricing Analyst 직무 개요 (1명)', '가격 정책 운영', '정확한 견적 산출', '가격 정책 준수 관리 등을 담당합니다.', '이를 통해 경쟁력 있는 가격을 유지하면서 매출 및 수익성 극대화를 목표로 합니다.', '견적 산출(Quote Generation)', '제품 사양, 고객 요구사항 및 가격 가이드라인을 기반으로 정확하고 신속한 세일즈 견적 제공 가격 전략 수립 (Pricing Strategy Development)', '신규 제품,프로모션,고객 세그먼트에 대해 세일즈 조직의 가격 전략이 일관되게 적용되도록 고 가격 정책 준수 관리(Pricing Compliance)']","['대규모 팀 및 복잡한 데이터 세트를 관리하는 세일즈 운영(Sales Operations)경험', '해당 산업의 세일즈 프로세스 및 베스트 프랙티스에 대한 이해 데이터를 분석하고 실행 가능한 인사이트를 도출할 수 있는 강한 분석 역량', 'Pricing)전략에 대한 이해 CRM 시스템을 활용한 가격 데이터 관리 및 견적 생성 경험', '내부 팀 및 고객과의 협업을 위한 뛰어난 커뮤니케이션 역량']",[]
0264_GI48369915_㈜이비뉴스산업경제 채용 - EBN산업경제 취재기자 모집 _ 잡코리아,데이터 엔지니어,㈜이비뉴스산업경제,"['포지션 (0명) EBN 산업·경제 분야 취재 및 기사 작성 (본시장 중심 기업·산업·자본시장 취재).', '실적·공시·지배구조·자본시장 이슈 등 기업·시장 중심 심층 기사 및 분석 리포트 작성.', '국회,정부 부처,금융·증권기관 등 관련 출입처 취재 및 네트워크 구축.', '산업·자본시장·정책 관련 기획·연재·단독 기사 발굴 및 온·오프라인 콘텐츠 제작.']",['기본우대'],[]
0265_GI48245821_에임드바이오 채용 - [코스닥 상장사] 재무회계 경력직 모집 _ 잡코리아,데이터 분석가,에임드바이오,[],"['IFRS 재무제표 및 주요 재무지표에 대한 이해 해외 투자자 대상 IR 또는 영문 자료 대응 경험', '바이오/제약 산업에 대한 이해 또는 업계 경험', '상장사 근무 경험', '더존(아마란스)등 ERP 사용 경험', '부가가치세·원천세 신고 업무 경험', '또는 이해 정부과제 또는 R&D 비용 관리 경험']",['R']
0266_GI48179205_보보스링크㈜ 채용 - [삼성_아셈타워]외국계대기업 HR Benefit specialist(복리후생 담당자) _ 잡코리아,데이터 분석가,보보스링크㈜,"['responsible for ensuring the accurate', 'efficient', 'and compliant delivery of a wide range of benefits', 'while also providing exceptional customer service and advisory support to employees', 'managers', 'and HR business partners.', 'The specialist will manage day-to-day benefit operations, maintain HR system data, and contribute to the overall effectiveness of our total rewards strategy.', 'HR Analyst 포지션']",['|0논| [영어] TOEIC(Speaking) [영어] OPIc [영어] OPlc Listening&Reading'],[]
0267_GI48368811_㈜비욘드뮤직 채용 - 데이터 오퍼레이터 팀원 _ 잡코리아,데이터 분석가,㈜비욘드뮤직,[],"['I 데이터 파이프라인 운영 또는 실행 상태 모니터링 경험', 'I Python을 활용한 데이터 처리 또는 자동화 경험', 'I Redshift,BigQuery 등 데이터웨어하우스 사용 경험', '| 데이터 문서화 또는 운영 프로세스 개선 경험', '| 외주사 또는 협력사와의 업무 커뮤니케이션 경험']","['Excel', 'BigQuery', 'Redshift']"
0268_GI48291732_타이코에이엠피㈜ 채용 - [TE 커넥티비티] 수요 예측 분석가 _ 잡코리아,데이터 분석가,타이코에이엠피㈜,"['수요예측 Job Description (1명)', 'The Demand Planner position is responsible for Korea region f orecasting activities associated with Sales, PMs and factory partners.', 'The position creates and maintains forecast models and incorporating business intelligence and forecast inf ormation gathered from sales, customers, product management and other sources.', 'The', 'Demand Planner responsible for Product lines in support of the Korea Auto BU forecast wit hin Sales and Invent ory Operation Planning (SiOP).', 'Develop and maint ain Sales demand f orecast s', 'Develop demand forecasts for key customers and product lines in support of the AUT sales forecast.', 'Review historical sales trends, analyze demand drivers, evaluate accuracy of forecast results.']","['1)Competencies & Skills ?Who Enjoys taking on new challenges with passion.', '?Ability to interact and negotiate effectively with external or internal customers.', '?Ability to work to deadlines and challenging targets.', '?Basic verbal and written communication skills (English).', '2)Education', ""?Bachelor's Degree in Business Management, Industrial Engineering, etc.""]",['Excel']
0269_GI48036982_㈜그린카 채용 - 2025년 그린카 경력_신입 상시모집 _ 잡코리아,데이터 분석가,㈜그린카,['AWS 클라우드 사용 경험자 ETL도구사용 유경험자(Airflow) 머신러닝을통한모델학습유경험자'],['기본우대 운전가능자'],"['SQL', 'Excel', 'AWS', 'Redshift', 'MySQL', 'Airflow']"
0270_GI48311484_피디에프솔루션세미컨덕터테크놀로지코리아(유) 채용 - (PDF Solutions Korea) OPC Engineer _ Senior Engineer 모집 _ 잡코리아,데이터 사이언티스트,피디에프솔루션세미컨덕터테크놀로지코리아(유),"['OPC Engineer /Senior (1명) 우리는 이런 분을 찾고 있습니다!', '""나,패턴의 숨은 오류를 찾아내는 문제 해결사!"", ""코드는 나의 도구,자동화는 나의 무기!""', 'Python', 'Perl', 'Tcl', 'Shell 등 다양한 스크립트 언어를 활용해 대규모 데이터를 다루고 자동화를 이끌어내는 분 ""현장형 분석가+협업형 엔지니어""', 'Lithography', 'Design']","['기본우대 해외연수자', '영어가능자', '인근거주자', '차량소지자', '영어능통자(원어민수준)', '통계분석', '리서치 능숙자', '관련 √ 외국어 [영어]TEPS [영어] TOEIC(Speaking) [영어] OPIc IM3급 이상 자격증 PCCP(Python) Lv.5']",['Python']
0271_GI48331590_매드업 채용 - [마케팅 사업 부문] 마케팅 어시스턴트 (운영 보조) - 계약직 채용 _ 잡코리아,데이터 마케팅 분석가,매드업,"['이산 뀌위취 시 주요 매체 세팅 및 검수(카카오', '네이버GFA', 'META', '구글 등)', '광고 소재 기획 등 퍼포먼스 마케팅 업무 서포트 블로그/인스타그램 콘텐츠 기획 및 제작(원고 작성 포함)', '인플루언서 시딩 및 일정 조율,영상 제작 가이드 전달 등 인플루언서 마케팅 서포트 배치되는 팀이나 캠페인에 따라 일부 업무만 담당하시게 될 수 있습니다.']","['검색 광고(SA),디스플레이 광고(DA)세팅 및 운영 경험이 있으신 분', '디지털 마케팅 대행사에서 업무 경험이 있으신 분', '6개월 이상 근무 가능하신 분']",[]
0272_GI48273431_㈜세코어로보틱스 채용 - [로봇_AI] Business Model Developer _ 세코어로보틱스 _ 잡코리아,데이터 분석가,㈜세코어로보틱스,[],"[' 2)외향적이며,커뮤니케이션 능력이 뛰어난 성격을 소유하신 분', '위담후등위위허후연품을- 기술과 고객을 비즈니스를 통해 연결하는 역할을 즐기는 분', '3)AI,로봇,답테크 분야 산업 경험을 보유하신 분', '4)IR 자료,정부사업 제안서 등 문서 기획 경험을 보유하신 분', '5)창업 혹은 초기 스타트업 근무 경험을 보유하신 분', '6)빠르게 성장하는 Al/Robotics 산업 환경에서 열정적으로 도전할 분', '자율출퇴근제 운영 개인의 라이프스타일과 업무 리듬에 맞게 유연하게 출퇴근할 수 있어,몰입도 높은 업무 환경을 스스로 만들 수 있습니다.', '자유로운 점심시간 정해진 시간에 얽매이지 않고 본인의 일정과 컨디션에 맞취 자유롭게 점심시간을 사용할 수 있습니다.']",['R']
0273_GI48331675_매드업 채용 - [마케팅 사업 부문] 퍼포먼스 마케터(AE) - 팀리드 채용 _ 잡코리아,데이터 마케팅 분석가,매드업,"['퍼포먼스 마케터 팀리드 디지털 마케팅 전반의 전략 수립,제안 및 운영 관리 고객사 목표 달성을 위한 전방위적 커뮤니케이션 수행 조직 성장 기여 관점에서의 구성원 육성,팀 빌딩']","['금융, 보험 광고주 레퍼런스가 있으신 분', '신규 조직을 성공적으로 육성 및 리딩한 경험이 있으신 분', '8인 이상의 팀 단위 조직관리 및 목표 설정 경험이 있으신 분', 'R,파이썬 등을 활용한 통계 분석 능력이 있으신 분']","['R', 'GA']"
0274_GI48331529_위버스마인드 채용 - [위버스마인드] IR_PR 시니어 총괄 채용 (10년 이상) _ 잡코리아,비즈니스 데이터 분석가,위버스마인드,"['[No.1 AI 에듀테크기업-Weaversmind] 위버스마인드는 2009년에 설립된 대한민국 대표 AI 에듀테크 기업으로,전 세계 12개의 특허를 이이리 입증했고,누적 학습자 수는 205만 명을 넘어섰습니다.2024년에는 베트남 시장에 성공적으로 진출하며 글로벌 에듀테크 기업으로서의 성장 속도를 더욱 높이고 있습니다.', 'AI 기반 학습 시장이 빠르게 확장되는 지금', '위버스마인드는 콘텐츠', '플랫폼', ""데이터 기술 전반으로 브랜드 정체성을 명확하게 전달할 체계적인 커뮤니케이션 전략의 중요성이 한층 커지고 있습니다."", '매김하는 여정을 함께할 분을 기다립니다.', 'PR/커뮤니케이션 리더 기업가치 제고 및 대외 신뢰도 확보를 위한 통합 커뮤니케이션 전략 수립 싱 터연 방 연 위 업 스토리라인 관리 경영 성과', '재무 메시지 등 IR 커뮤니케이션을 위한 핵심 콘텐츠(보도자료']",[],[]
0277_GI48282723_타이코에이엠피㈜ 채용 - [TE커넥티비티] SCM 신입 계약직 _ 잡코리아,데이터 분석가,타이코에이엠피㈜,"['Transportation Job Description Analyst 수입품Planning 업무 (1명)', '수입품 Planner 로서 내수 고객사의 발주 및 Demand forecast를 기반으로 소요량 Planning하 여 세계 각국 Source plant (북미', '벨기에', '포르투갈', '싱가폴 등)에 Purchase Requisition & Purchase Order 발행 및 FG 수급이 주요 책무이다.', '고객사 Backlog', 'Open PO', 'Stock 등에 대한 Daily 확인 및 Master file 운용 통해 소요량 확인 하여 Intercompany PR 및 PO 발행을 진행하며']","['Competencies & Skills MS Office(Excel/PPT)중급 이상 SAP-PP/SD/MM중급이상 SCBASIC/TED/TEOA관련 지식 중급이상 English Level 중급 이상 Supply Chain Management knowledge 초급 이상 2)Experience Years of Relevant Working Experience(관련업무수행 필요연도):2년 Year of Supervisory Experience(관리감독수행 필요연도):3년 3)Education 1.경영학', '국제경영학', '국제통상학 등 공급망 관리', '수출입', '통관 절차 이론에 대한 커리클럼을 갖 고 있는 관련 학과 전공 유리 2.전산학', '컴퓨터공학', '시스템공학 등 시스템 및 DB 활용 이론에 대한 커리쿨럼을 갖고 있는 관 련 학과 전공 유리 3.기계공학', '전자공학 등 TE 생산 제품에 대한 이해 및 도면 이해 능력에 대한 커리큘럼을 갖고 있는 관련 학과 전공 유리']",['Excel']
0278_GI48319594_㈜스푼랩스 채용 - Data Engineer (5년 이상) _ 잡코리아,데이터 엔지니어,㈜스푼랩스,"['AWS Cloud 기반 환경에서AWS Glue, Airflow등을활용한배치ETL 파이프라인을설계-운영합니다.', '서비스에서 발생하는 Database/Log 데이터에 대해 실시간 및 근실시간 데이터 파이프라인을 운영합니다.', 'MMP(Appsflyer, TikTok, Meta 등)/Third - Party 데이터에 대한 API기반 수집 및 파이프라인을구축·운영합니다.', '분석 데이터를Metabase', 'Superset-Redash 등 BI툴인프라 구성 및 연계하여', '타 부서에 데이터셋 및 시각화된 대시 보드를제공합니다 데이터 지연', '품질 이슈를 모니터링하고 개선합니다.']",['퀴리실행계획및 로그분석을통한ETL 성능 최적화 경험'],"['R', 'Superset', 'Redash', 'AWS', 'Airflow']"
0279_GI48331643_매드업 채용 - [마케팅 사업 부문] 퍼포먼스 마케터(AE) 채용 _ 잡코리아,데이터 마케팅 분석가,매드업,"['광고주 캠페인 최적화를 위한 다양한 방법제안 (매체 제안,소재제안 등)', '위 위 위수성 미디어 렙사', '디자이너', '개발자 등의 비즈니스 파트너들과의 협업을 위한 커뮤니케이션 매체 운영(SA', 'YouTube', 'DSP 등 디지털 전매체)', '결과에 따른 디지털 마케팅 퍼포먼스 분석 디지털 미디어믹스 전략 기획 및 제안 리서치애드', '앱애니 등을 활용한 디지털 마케팅 시장 자료조사 주간']","['데이터 기반 최적화 경험이 있으신 분', '원활한 커뮤니케이션 능력이 있으신 분', '분기,연간 단위의 데이터 통계 분석을 통해 새로운 Insight를 발굴하실 수 있는 분', '제안서 작성,비딩 발표 등 RFP 대응 경험이 있으신 분']","['Excel', 'GA']"
0280_GI48375574_㈜광주은행 채용 - (주)광주은행 단기(전문_일반)계약직 모집 _ 잡코리아,데이터 분석가,㈜광주은행,"['투자상품 및 자산관리 시장 대응 전략 리포트 등 (WM고객부) 상품 리서치,추천 포트폴리오 & 사후관리 등 (0명) PB 고객 방문 컨설팅 및 사후관리 등 내부직원 교육 및 외부 강의 등']","['AI 신기술 정보보호 정책 및 계획 수립 등 (정보보호부) (AI/클라우드 신기술 대응 등) 빅데이터분석기사', 'ISMS(-P)', 'ISO270O1', 'CISA 등IT 또는 정보보호 관련 자격 보유자 AI/ 클라우드 등 신기술 분야 보안 기획', '컴플라이언스 이해 및 개선 경험자 보안 아키텍쳐 설계 및 보안 인프라 구축 경험자 Sw 공급망 보안', 'DevSecOps 체계 구축 경험자 기업금융지점장(RM) 광주/전남 여', '수신 영업 등 (여신전략부) 기본우대 관련 자격증 보유자']",[]
0283_GI48338847_대기업 _ [엔터대기업] Data Analyst _ 잡코리아 헤드헌팅,데이터 분석가,대기업 _ [엔터대기업] Data Analyst _ 잡코리아 헤드헌팅,['[엔터대기업] Data Analyst 음악 산업에 대한 이해를 바탕으로 정량 및 정성적 분석 자료 취합 및 분석 리포트 작성.'],[],[]
0284_GI48294546_벤처기업 _ 강소 글로벌 게임사 [ Data Analyst ] 3년 이상 실무급 _ 잡코리아 헤드헌팅,데이터 분석가,벤처기업 _ 강소 글로벌 게임사 [ Data Analyst ] 3년 이상,['강소 글로벌 게임사 Data Analyst Business KPI 설계 및 모니터링 Spark SQL을 이용한 게임 로그 데이터 핸들링 및 대시보드 구축 게임 업데이트 성과 측정 A/B 테스트 및 개선 방향 제안'],"['다양한 게임을 깊이 있게 즐기시는 분', '게임을 비즈니스적인 시각에서 바라보실 수 있는 분', 'SQL을 활용하여 생각하는 데이터를 추출할 수 있는 분', 'Tableau와 같은 B툴을 이용한 데이터 시각화 경험이 있는 분', '비즈니스 레벨 이상의 영어 능력을 보유하신 분', '전산학,컴퓨터공학,산업공학,통계학,수학 등관련 학위를 소지하셨거나 해당 분야에 대한 경 험이 있는 분']",['Spark']
0285_GI48351245_중견기업 _ Devops (1.5년 이상) _ 잡코리아 헤드헌팅,데이터 엔지니어,중견기업 _ Devops (1.5년 이상) _ 잡코리아 헤드헌팅,"['그룹사의 통합 어드민 플랫폼을 구축, 운영하여 사업과 운영의 효율을 높이고 있습니다.', 'O그롭사의 사업과 운영에 필요한 기능을 개발, 운영하고 있습니다.', 'O통합 어드민을 비롯,플랫폼 형태의 도구를 개발하며 노하우를 쌓아가고 있습니다.', '백오피스를 개발,운영하여 업무의 효율성을 높이고 체계화합니다.']",[],[]
0286_GI48237067_대기업 계열사·자회사 _ Trade Marketing 데이터분석 대리급 _ 잡코리아 헤드헌팅,데이터 분석가,대기업 계열사·자회사 _ Trade Marketing 데이터분석 대리급 ,"['포지션 Trade Marketing 데이터분석 대리급 1)데이터 분석 및 대시보드 운영 (1명)', 'Tableau', '판촉물 활동 결과를 정량화하여 R이 분석 대형마트/편의점/로컬 등 채널별 실적 및 트렌드 리포트 제공 3)CRM기반 분석 및 고객 인사이트 도출 CRM을 통해 누적되는 고객/캠페인/구매 데이터 기반 고객 세그먼트 분석 및 구매 패턴 분석 (빈도/ 재구매율/전환율)', 'CRM 캠페인의 성과 측정(도달/참여/전환/매출 기여도)', '4)시장 및 리테일 데이터 분석(외부 데이터 활용)', '외부 시장 데이터(예:Nielsen,IRI,오픈마켓/편의점POS 등)기반 카테고리 트렌드 분석(ex.경쟁 사비교)', '물리적 가용성', '판촉 R이 등)추적 및 Risk 시그널 제공 6)협업 및 프로젝트 관리 TM본부']","['전국 대형 유통사(편의점·대형마트·창고형)담당 경험', 'CRM 기반 프로모션/고객 데이터 분석 경험', 'ERP/B/Tableau 기반 간단한 데이터 분석 역량']",['Tableau']
